Location,Street_code,Box_code,Area,Municipality,Province,Country
West Acres Uit 14,1201,-------,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
West Acres Uit 15,1201,-------,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
West Acres Uit 2,1201,-------,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
West Acres Uit 20,1201,-------,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
West Acres Uit 24,1201,-------,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
West Acres Uit 29,1201,-------,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
West Acres Uit 3,1201,-------,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
West Acres Uit 31,1201,-------,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
West Acres Uit 4,1201,-------,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
West Acres Uit 5,1201,-------,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
West Acres Uit 6,1201,-------,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
West Acres Uit 7,1201,-------,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
West Acres Uit 8,1201,-------,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Barvale,-------,1202,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Matsulu,1203,1203,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Karino,-------,1204,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Mataffin,-------,1205,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Sonpark,-------,1206,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Schagen,1207,1207,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Elandshoek,-------,1208,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Ngodwana,1209,1209,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Wes-acres Uit 50,1200,1211,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
West Acres,1201,1211,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
West Acres Ext 50,1200,1211,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Sonheuwel,1201,1212,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Steiltes,1201,1213,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Kanyamazane,1214,1214,Kanyamazane,Ehlanzeni,Mpumalanga,South Africa
Kanyamazane Ext,-------,1214,Kanyamazane,Ehlanzeni,Mpumalanga,South Africa
Kanyamazane Ext 4,1214,1214,Kanyamazane,Ehlanzeni,Mpumalanga,South Africa
Kanyamazane Ext 5,1214,1214,Kanyamazane,Ehlanzeni,Mpumalanga,South Africa
Kanyamazane Ext 6,1214,1214,Kanyamazane,Ehlanzeni,Mpumalanga,South Africa
Kanyamazane Park,-------,1214,Kanyamazane,Ehlanzeni,Mpumalanga,South Africa
Kanyamazane Uit,-------,1214,Kanyamazane,Ehlanzeni,Mpumalanga,South Africa
Kanyamazane Uit 4,1214,1214,Kanyamazane,Ehlanzeni,Mpumalanga,South Africa
Kanyamazane Uit 5,1214,1214,Kanyamazane,Ehlanzeni,Mpumalanga,South Africa
Kanyamazane Uit 6,1214,1214,Kanyamazane,Ehlanzeni,Mpumalanga,South Africa
Lekazi,-------,1214,Kanyamazane,Ehlanzeni,Mpumalanga,South Africa
Lekazi Ext,-------,1214,Kanyamazane,Ehlanzeni,Mpumalanga,South Africa
Lekazi Uit,-------,1214,Kanyamazane,Ehlanzeni,Mpumalanga,South Africa
Pienaar,-------,1214,Pienaar,Ehlanzeni,Mpumalanga,South Africa
Daantjie,-------,1215,Daantjie,Ehlanzeni,Mpumalanga,South Africa
Msogwaba,-------,1215,Kanyamazane,Ehlanzeni,Mpumalanga,South Africa
Sibuyile,-------,1216,Kanyamazane,Ehlanzeni,Mpumalanga,South Africa
Luphisa,-------,1217,Kanyamazane,Ehlanzeni,Mpumalanga,South Africa
The Village,-------,1218,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Mbombela North,1201,1219,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Mbombela-Noord,1201,1219,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Nelspruit North,1201,1219,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Nelspruit-Noord,1201,1219,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Benfarm,-------,1220,Nelspruit,Mopani,Limpopo,South Africa
Legogwe,-------,1222,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Rolle,-------,1223,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Riverside,-------,1226,Nelspruit,Mopani,Limpopo,South Africa
Soeknog,-------,1227,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Kingsview,-------,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Kingsview Ext 1,1240,1240,Hazyview,Ehlanzeni,Mpumalanga,South Africa
Kingsview Ext 3,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Kingsview Uit 1,1240,1240,Hazyview,Ehlanzeni,Mpumalanga,South Africa
Kingsview Uit 3,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Mganduzweni,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Nsikazi,1240,1240,Nsikazi,Ehlanzeni,Mpumalanga,South Africa
Phola,1240,1240,Hazyview,Ehlanzeni,Mpumalanga,South Africa
White River,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 1,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 10,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 11,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 12,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 13,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 14,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 15,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 16,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 17,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 18,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 19,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 2,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 20,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 21,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 22,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 23,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 24,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 25,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 26,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 27,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 28,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 29,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 3,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 30,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 31,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 32,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 33,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 34,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 35,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 36,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 37,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 4,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 49,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 5,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 6,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 7,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 8,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Ext 9,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
White River Industrial Area,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier,-------,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Industriele Gebied,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 1,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 10,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 11,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 12,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 13,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 14,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 15,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 16,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 17,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 18,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 19,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 2,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 20,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 21,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 22,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 23,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 24,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 25,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 26,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 27,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 28,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 29,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 3,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 30,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 31,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 32,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 33,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 34,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 35,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 36,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 37,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 4,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 49,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 5,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 6,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 7,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 8,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Witrivier Uit 9,1240,1240,White River,Ehlanzeni,Mpumalanga,South Africa
Kiepersol,-------,1241,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Hazyview,-------,1242,Hazyview,Ehlanzeni,Mpumalanga,South Africa
Kabokweni,1245,1245,White River,Ehlanzeni,Mpumalanga,South Africa
Cork,-------,1246,Mkhuhlu,Ehlanzeni,Mpumalanga,South Africa
Mkhuhlu,-------,1246,Hazyview,Ehlanzeni,Mpumalanga,South Africa
Gutshwa,1247,1247,Kabokweni,Ehlanzeni,Mpumalanga,South Africa
Numbi,-------,1248,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Nyongane,-------,1249,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Chweni,-------,1250,Kabokweni,Ehlanzeni,Mpumalanga,South Africa
Makoko,-------,1251,Kabokweni,Ehlanzeni,Mpumalanga,South Africa
Embonisweni,-------,1252,Kabokweni,Ehlanzeni,Mpumalanga,South Africa
Mahushu,-------,1253,Hazyview,Ehlanzeni,Mpumalanga,South Africa
Swalala,-------,1254,White River,Ehlanzeni,Mpumalanga,South Africa
Cunning Moore,-------,1255,Bushbuckridge,Ehlanzeni,Mpumalanga,South Africa
Malekutu,-------,1256,White River,Ehlanzeni,Mpumalanga,South Africa
Legogote,-------,1257,Legogote,Ehlanzeni,Mpumalanga,South Africa
Madras,-------,1258,Madras,Ehlanzeni,Mpumalanga,South Africa
Harmony Hill,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Sabie,1260,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Sabie Ext,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Sabie Ext 1,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Sabie Ext 2,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Sabie Ext 3,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Sabie Ext 4,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Sabie Ext 5,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Sabie Ext 6,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Sabie Ext 7,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Sabie Uit,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Sabie Uit 1,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Sabie Uit 2,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Sabie Uit 3,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Sabie Uit 4,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Sabie Uit 5,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Sabie Uit 6,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Sabie Uit 7,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Simile,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Simile Loc,-------,1260,Sabie,Ehlanzeni,Mpumalanga,South Africa
Bourke's Luck,-------,1270,Graskop,Ehlanzeni,Mpumalanga,South Africa
Graskop,1270,1270,Graskop,Ehlanzeni,Mpumalanga,South Africa
Thabatlou,-------,1271,Graskop,Ehlanzeni,Mpumalanga,South Africa
Leroro,-------,1273,Graskop,Ehlanzeni,Mpumalanga,South Africa
Leroro DGD,-------,1273,Graskop,Ehlanzeni,Mpumalanga,South Africa
Leroro TSP,-------,1273,Graskop,Ehlanzeni,Mpumalanga,South Africa
Matibidi,-------,1274,Graskop,Ehlanzeni,Mpumalanga,South Africa
Bosbokrand,-------,1280,Bosbokrand,Ehlanzeni,Mpumalanga,South Africa
Bosbokrand,1280,1280,Bushbuckridge,Ehlanzeni,Mpumalanga,South Africa
Bushbuckridge,1280,1280,Bushbuckridge,Ehlanzeni,Mpumalanga,South Africa
Moloro,1280,1280,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Wales,1280,1280,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Lillydale,-------,1281,Ximhungwe,Ehlanzeni,Mpumalanga,South Africa
Ximhungwe,-------,1281,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Shatale,-------,1282,Bushbuckridge,Ehlanzeni,Mpumalanga,South Africa
Maxakeni,-------,1283,Bushbuckridge,Ehlanzeni,Mpumalanga,South Africa
Marite,-------,1284,Bushbuckridge,Ehlanzeni,Mpumalanga,South Africa
Mafemani,-------,1285,Bushbuckridge,Ehlanzeni,Mpumalanga,South Africa
Buyisonto,-------,1286,Bosbokrand,Ehlanzeni,Mpumalanga,South Africa
Croquet Lawn,-------,1287,Ximhungwe,Ehlanzeni,Mpumalanga,South Africa
Zoeknog,-------,1288,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Justicia,-------,1289,Justicia,Ehlanzeni,Mpumalanga,South Africa
Pelgrimsrus,-------,1290,Sabie,Ehlanzeni,Mpumalanga,South Africa
Pilgrim's Rest,-------,1290,Sabie,Ehlanzeni,Mpumalanga,South Africa
Pilgrimsrus,-------,1290,Sabie,Ehlanzeni,Mpumalanga,South Africa
Lilydale,-------,1291,Lilydale,Ehlanzeni,Mpumalanga,South Africa
Kaapmuiden,-------,1295,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Asiatic,-------,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Asiatic Ext,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Asiatic Ext 1,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Asiatic Uit,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Asiatic Uit 1,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton Ext,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton Ext 1,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton Ext 2,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton Ext 3,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton Ext 4,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton Ext 5,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton Ext 6,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton Ext 7,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton Ext 9,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton Uit,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton Uit 1,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton Uit 2,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton Uit 3,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton Uit 4,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton Uit 5,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton Uit 6,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton Uit 7,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Barberton Uit 9,1300,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Bray Street,-------,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Braystraat,-------,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
New Village,-------,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
New Village Ext,-------,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
New Village Ext 1,-------,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
New Village Uit,-------,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
New Village Uit 1,-------,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Spearville,-------,1300,Barberton,Ehlanzeni,Mpumalanga,South Africa
Ekulindeni,-------,1301,Belfast,Gert Sibande,Mpumalanga,South Africa
Low's Creek,-------,1302,Nelspruit,Mopani,Limpopo,South Africa
Tonetti,-------,1303,Barberton,Ehlanzeni,Mpumalanga,South Africa
Noordkaap,-------,1304,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Crysbestos,-------,1307,Barberton,Ehlanzeni,Mpumalanga,South Africa
Emjindini,-------,1309,Barberton,Ehlanzeni,Mpumalanga,South Africa
Kwa Mhola,-------,1309,Barberton,Ehlanzeni,Mpumalanga,South Africa
Phumula Loc,-------,1309,Barberton,Ehlanzeni,Mpumalanga,South Africa
Malelane,-------,1320,Malelane,Ehlanzeni,Mpumalanga,South Africa
Marloth Park,-------,1321,Malelane,Ehlanzeni,Mpumalanga,South Africa
Marlothpark,-------,1321,Malelane,Ehlanzeni,Mpumalanga,South Africa
Hectorspruit,-------,1330,Hectorspruit,Ehlanzeni,Mpumalanga,South Africa
Ntunda,-------,1330,Ntunda,Ehlanzeni,Mpumalanga,South Africa
Bosfontein,-------,1331,Shongwe Mission,Ehlanzeni,Mpumalanga,South Africa
Buffelspruit,-------,1331,Shongwe Mission,Ehlanzeni,Mpumalanga,South Africa
Schoemansdal,-------,1331,Shongwe Mission,Ehlanzeni,Mpumalanga,South Africa
Shongwe Mission,-------,1331,Malelane,Ehlanzeni,Mpumalanga,South Africa
Sidlamafa,-------,1332,Shongwe Mission,Ehlanzeni,Mpumalanga,South Africa
Imbongozi,-------,1333,Imbongozi,Ehlanzeni,Mpumalanga,South Africa
Magogeni,-------,1334,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Mbambiso,-------,1335,Shongwe Mission,Ehlanzeni,Mpumalanga,South Africa
Schulzendal,-------,1336,Shongwe Mission,Ehlanzeni,Mpumalanga,South Africa
Emabondvweni,-------,1337,Shongwe Mission,Ehlanzeni,Mpumalanga,South Africa
Langeloop,-------,1337,Shongwe Mission,Ehlanzeni,Mpumalanga,South Africa
Komatipoort,1340,1340,Komatipoort,Ehlanzeni,Mpumalanga,South Africa
Kwalugedlane,-------,1341,Komatipoort,Ehlanzeni,Mpumalanga,South Africa
Masibekela,-------,1342,Komatipoort,Ehlanzeni,Mpumalanga,South Africa
Imbuzini,-------,1343,Komatipoort,Ehlanzeni,Mpumalanga,South Africa
Mazolwandle,-------,1344,Komatipoort,Ehlanzeni,Mpumalanga,South Africa
Nsizwane,-------,1345,Komatipoort,Ehlanzeni,Mpumalanga,South Africa
Uthokozani,-------,1346,Uthokozani,Ehlanzeni,Mpumalanga,South Africa
Steenbok,-------,1347,Kwalugedlane,Ehlanzeni,Mpumalanga,South Africa
Hoyi,-------,1348,Kwalugedlane,Ehlanzeni,Mpumalanga,South Africa
Sihlangu,-------,1349,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Skukuza,-------,1350,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Clanor,-------,1351,Skukuza,Ehlanzeni,Mpumalanga,South Africa
Mzinti,-------,1352,Kwalugedlane,Ehlanzeni,Mpumalanga,South Africa
Malamala,-------,1353,Skukuza,Ehlanzeni,Mpumalanga,South Africa
Mananga,-------,1354,Skukuza,Ehlanzeni,Mpumalanga,South Africa
Mbangwane,-------,1355,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Dludluma,-------,1356,Skukuza,Ehlanzeni,Mpumalanga,South Africa
Kwa-Sibhejane,-------,1357,Kwa-Sibhejane,Ehlanzeni,Mpumalanga,South Africa
Phiva,-------,1358,Phiva,Ehlanzeni,Mpumalanga,South Africa
Mdladla,-------,1359,Mdladla,Ehlanzeni,Mpumalanga,South Africa
Acornhoek,1360,1360,Nelspruit,Ehlanzeni,Mpumalanga,South Africa
Brooklyn,-------,1360,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Buffelshoek,1360,1360,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Dingledale,-------,1360,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Humulani,-------,1360,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Ka Josefa,-------,1360,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Maanawe,-------,1360,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Mack And Grands,-------,1360,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Malitshego,-------,1360,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Malungana,-------,1360,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Ngqumathini,-------,1360,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Phaahledi,-------,1360,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Timbavati,-------,1360,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Cottondale,-------,1361,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Manyeleti,-------,1362,Hluvukani,Ehlanzeni,Mpumalanga,South Africa
Gottenburg,-------,1363,Hluvukani,Ehlanzeni,Mpumalanga,South Africa
Hluvukani,-------,1363,Hluvukani,Ehlanzeni,Mpumalanga,South Africa
Ga Pharia,-------,1364,Hluvukani,Ehlanzeni,Mpumalanga,South Africa
Ga-pharia,-------,1364,Hluvukani,Ehlanzeni,Mpumalanga,South Africa
Ludlow,-------,1365,Thulamahashe,Ehlanzeni,Mpumalanga,South Africa
Thulamahashe,1365,1365,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Mugena,-------,1366,Thulamahashe,Ehlanzeni,Mpumalanga,South Africa
Khokhovela,-------,1367,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Agincourt,-------,1368,Ximhungwe,Ehlanzeni,Mpumalanga,South Africa
Dumphries,-------,1369,Thulamahashe,Ehlanzeni,Mpumalanga,South Africa
Casteel,1370,1370,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Kampersrus,-------,1371,Hoedspruit,Mopani,Limpopo,South Africa
Liphungu,-------,1372,Liphungu,Ehlanzeni,Mpumalanga,South Africa
Songeni,-------,1374,Songeni,Ehlanzeni,Mpumalanga,South Africa
Rooiboklaagte,-------,1375,Rooiboklaagte,Ehlanzeni,Mpumalanga,South Africa
Tonga View,-------,1377,Kwalugedlane,Ehlanzeni,Mpumalanga,South Africa
Murhotso,-------,1378,Acornhoek,Ehlanzeni,Mpumalanga,South Africa
Drakensig,1380,1380,Hoedspruit,Mopani,Limpopo,South Africa
Hoedspruit,1380,1380,Hoedspruit,Mopani,Limpopo,South Africa
Mica,-------,1382,Hoedspruit,Mopani,Limpopo,South Africa
The Oaks,-------,1384,Hoedspruit,Mopani,Limpopo,South Africa
Phalaborwa,1389,1390,Phalaborwa,Mopani,Limpopo,South Africa
Phalaborwa Heavy Ind Sites,1389,1390,Phalaborwa,Mopani,Limpopo,South Africa
Makhuswane,1390,-------,Phalaborwa,Mopani,Limpopo,South Africa
Phalaborwa,1389,1390,Phalaborwa,Mopani,Limpopo,South Africa
Phalaborwa Heavy Ind Sites,1389,1390,Phalaborwa,Mopani,Limpopo,South Africa
Namakgale,1391,1391,Phalaborwa,Mopani,Limpopo,South Africa
